"Expediente","Número resolución","Fecha Publicación","Alcance Gaceta","Gaceta","Producto","Tipo de Cambio","Precio Referencia Internacional","Precio Referencia Internacional en colones","Costo adquisión dólar por barril","Costo adquisión en colones por litro","Otros Ingresos Prorrateados","Asignación Subsidio Pescadores","Asignación subsidio Política Sectorial","Asignación subsidio Políticas del Gobierno","Subsidio Pescadores","Subsidio Política Sectorial","Subsidio cruzado políticas de gobierno","Diferencial de precios","Liquidación extraordinaria","Impuesto Único","Canon","Margen de operación de Recope","Rendimiento sobre Base Tarifaria","Liquidación Ordinaria","Precio en terminal sin impuesto","Ley 9840","Precio en terminal con impuesto","Margen comercializador","Precio final sin punto fijo (Peddlers)","Margen Estaciones Terrestres","Margen Estaciones Aéreas","Flete estaciones de servicio","Margen Envasador","Precio estaciones de servicio sin IVA","IVA de Transportista","Precio final en estaciones de servicio
","Margen Distribuidor y Agencias","Margen Detallista","Precio gas por litro en detallistas
","Precio Terminal sin impuesto ni subsidio Sectorial","Rige","Límite Inferior Banda","Límite Superior Banda","Densidad de referencia expresado en kgs","Precio en terminal con impuesto masa","Precio final sin punto fijo masa (Peddlers)","Margen de comercializador masa","ID SIET","Observaciones"
"ET-061-2008","RRG-8323-2008","16-05-2008","","94","Diésel 0,05% pescadores","496","133.256","415.72566","","","","","","","","","","","","","","57.91","","","473.635","","473.635","","","","","","","","","","","","","","True","","","","","","","",""
"ET-061-2008","RRG-8323-2008","16-05-2008","","94","Diésel 0,20% S","496","126.746","395.41608","","","","","","","","","","","","97.5","","57.91","","","453.327","","550.827","","554.573","","","","","","","587","","","","","True","","","","","","","",""
"ET-061-2008","RRG-8323-2008","16-05-2008","","94","Diésel 0,20% pescadores","496","126.746","395.41608","","","","","","","","","","","","","","57.91","","","453.327","","453.327","","","","","","","","","","","","","","True","","","","","","","",""
"ET-061-2008","RRG-8323-2008","16-05-2008","","94","Diésel 0,5% S","496","126.431","394.43336","","","","","","","","","","","","97.5","","57.91","","","452.344","","549.844","","553.59","35.6946","","","","","","586","","","","","True","","","","","","","",""
"ET-061-2008","RRG-8323-2008","16-05-2008","","94","Keroseno","496","133.669","417.01412","","","","","","","","","","","","47.5","","57.91","","","474.924","","522.424","","526.17","","","","","","","558","","","","","True","","","","","","","",""
"ET-061-2008","RRG-8323-2008","16-05-2008","","94","Búnker","496","71.837","224.11362","","","","","","","","","","","","16.5","","57.91","","","282.023","","298.523","","302.269","","","","","","","","","","","","True","","","","","","","",""
"ET-061-2008","RRG-8323-2008","16-05-2008","","94","IFO 380","496","75.119","234.35265","","","","","","","","","","","","","","57.91","","","292.263","","292.263","","","","","","","","","","","","","","True","","","","","","","",""
"ET-061-2008","RRG-8323-2008","16-05-2008","","94","Asfalto","496","57.978","180.87698","","","","","","","","","","","","33.25","","57.91","","","238.788","","272.038","","275.784","","","","","","","","","","","","True","","","","","","","",""
"ET-061-2008","RRG-8323-2008","16-05-2008","","94","Diésel pesado","496","102.75","320.55451","","","","","","","","","","","","31.75","","57.91","","","378.466","","410.216","","413.962","","","","","","","","","","","","True","","","","","","","",""
"ET-061-2008","RRG-8323-2008","16-05-2008","","94","Emulsión asfáltica","496","40.246","125.55754","","","","","","","","","","","","24.5","","57.91","","","183.468","","207.968","","211.714","","","","","","","","","","","","True","","","","","","","",""
"ET-061-2008","RRG-8323-2008","16-05-2008","","94","LPG (70-30)","496","68.207","212.78892","","","","","","","","","","","","33.25","","57.91","","","270.697","","303.947","","","","","","","","","","","","","","True","","","","","","","",""
"ET-061-2008","RRG-8323-2008","16-05-2008","","94","Av-Gas","496","137.173","427.94573","","","","","","","","","","","","165.75","","57.91","","","485.857","","651.607","","","","12.97","","","","","665","","","","","True","","","","","","","",""
"ET-061-2008","RRG-8323-2008","16-05-2008","","94","Jet fuel A-1","496","133.669","417.01412","","","","","","","","","","","","99","","57.91","","","474.924","","573.924","","","","12.97","","","","","587","","","","","True","","","","","","","",""
"ET-061-2008","RRG-8323-2008","16-05-2008","","94","Nafta liviana","496","107.192","334.41245","","","","","","","","","","","","23.25","","57.91","","","392.322","","415.572","","419.318","","","","","","","","","","","","True","","","","","","","",""
"ET-061-2008","RRG-8323-2008","16-05-2008","","94","Nafta Pesada","496","107.522","335.44197","","","","","","","","","","","","23.25","","57.91","","","393.352","","416.602","","420.348","","","","","","","","","","","","True","","","","","","","",""
"ET-032-2008","RRG-8187-2008","21-04-2008","18","76","Gasolina súper","494.07","108.842","338.23877","","","","","","","","","","","","169.5","","57.91","","","396.15","","565.65","","569.396","35.6946","","","","","","601","","","","","True","","","","","","","",""
"ET-032-2008","RRG-8187-2008","21-04-2008","18","76","Gasolina plus 91","494.07","106.867","332.10123","","","","","","","","","","","","162","","57.91","","","390.012","","552.012","","555.758","35.6946","","","","","","588","","","","","True","","","","","","","",""
"ET-032-2008","RRG-8187-2008","21-04-2008","18","76","Gasolina plus 91 pescadores","494.07","106.867","332.10123","","","","","","","","","","","","","","57.91","","","390.012","","390.012","","","","","","","","","","","","","","True","","","","","","","",""
"ET-032-2008","RRG-8187-2008","21-04-2008","18","76","Diésel 0,05% S","494.07","125.617","390.36897","","","","","","","","","","","","95.25","","57.91","","","448.28","","543.53","","547.276","35.6946","","","","","","579","","","","","True","","","","","","","",""
"ET-032-2008","RRG-8187-2008","21-04-2008","18","76","Diésel 0,05% pescadores","494.07","125.617","390.36897","","","","","","","","","","","","","","57.91","","","448.28","","448.28","","","","","","","","","","","","","","True","","","","","","","",""
"ET-032-2008","RRG-8187-2008","21-04-2008","18","76","Diésel 0,25% S","494.07","118.101","367.01215","","","","","","","","","","","","95.25","","57.91","","","424.922","","520.172","","523.918","","","","","","","556","","","","","True","","","","","","","",""
"ET-032-2008","RRG-8187-2008","21-04-2008","18","76","Diésel 0,25% pescadores","494.07","118.101","367.01215","","","","","","","","","","","","","","57.91","","","424.922","","424.922","","","","","","","","","","","","","","True","","","","","","","",""
"ET-032-2008","RRG-8187-2008","21-04-2008","18","76","Diésel 0,5% S","494.07","117.786","366.03325","","","","","","","","","","","","95.25","","57.91","","","423.943","","519.193","","522.939","35.6946","","","","","","555","","","","","True","","","","","","","",""
"ET-032-2008","RRG-8187-2008","21-04-2008","18","76","Keroseno","494.07","124.123","385.7262","","","","","","","","","","","","46.5","","57.91","","","443.636","","490.136","","493.882","","","","","","","526","","","","","True","","","","","","","",""
"ET-032-2008","RRG-8187-2008","21-04-2008","18","76","Búnker","494.07","70.926","220.41053","","","","","","","","","","","","16.25","","57.91","","","278.321","","294.571","","298.317","","","","","","","","","","","","True","","","","","","","",""
"ET-032-2008","RRG-8187-2008","21-04-2008","18","76","IFO 380","494.07","74.472","231.43012","","","","","","","","","","","","","","57.91","","","289.34","","289.34","","","","","","","","","","","","","","True","","","","","","","",""
"ET-032-2008","RRG-8187-2008","21-04-2008","18","76","Asfalto","494.07","57.309","178.09417","","","","","","","","","","","","32.5","","57.91","","","236.004","","268.504","","272.246","","","","","","","","","","","","True","","","","","","","",""
"ET-032-2008","RRG-8187-2008","21-04-2008","18","76","Diésel pesado","494.07","97.399","302.67836","","","","","","","","","","","","31","","57.91","","","360.589","","391.589","","395.335","","","","","","","","","","","","True","","","","","","","",""
"ET-032-2008","RRG-8187-2008","21-04-2008","18","76","Emulsión asfáltica","494.07","39.77","123.58975","","","","","","","","","","","","24","","57.91","","","181.498","","205.498","","209.244","","","","","","","","","","","","True","","","","","","","",""
"ET-032-2008","RRG-8187-2008","21-04-2008","18","76","LPG (70-30)","494.07","66.53","206.74946","","","","","","","","","","","","32.5","","57.91","","","264.659","","297.159","","","","","","","","","","","","","","True","","","","","","","",""
"ET-032-2008","RRG-8187-2008","21-04-2008","18","76","Av-Gas","494.07","131.447","408.48635","","","","","","","","","","","","162","","57.91","","","466.396","","628.396","","","","12.97","","","","","641","","","","","True","","","","","","","",""
"ET-032-2008","RRG-8187-2008","21-04-2008","18","76","Jet fuel A-1","494.07","124.123","385.7262","","","","","","","","","","","","96.75","","57.91","","","443.636","","540.386","","","","12.97","","","","","553","","","","","True","","","","","","","",""
"ET-032-2008","RRG-8187-2008","21-04-2008","18","76","Nafta liviana","494.07","100.842","313.37787","","","","","","","","","","","","22.75","","57.91","","","371.289","","394.039","","397.785","","","","","","","","","","","","True","","","","","","","",""
"ET-032-2008","RRG-8187-2008","21-04-2008","18","76","Nafta Pesada","494.07","101.262","314.68306","","","","","","","","","","","","22.75","","57.91","","","372.594","","395.344","","399.09","","","","","","","","","","","","True","","","","","","","",""
"ET-014-2008","RRG-7987-2008","05-03-2008","","46","Gasolina súper","495.53","96.857","301.88348","","","","","","","","","","","","169.5","","57.91","","","359.794","","529.294","","533.04","35.6946","","","","","","565","","","","","True","","","","","","","",""
"ET-014-2008","RRG-7987-2008","05-03-2008","","46","Gasolina plus 91","495.53","95.414","297.38595","","","","","","","","","","","","162","","57.91","","","355.297","","517.297","","521.043","35.6946","","","","","","553","","","","","True","","","","","","","",""
"ET-014-2008","RRG-7987-2008","05-03-2008","","46","Gasolina plus 91 pescadores","495.53","95.414","297.38595","","","","","","","","","","","","","","57.91","","","355.297","","355.297","","","","","","","","","","","","","","True","","","","","","","",""
"ET-014-2008","RRG-7987-2008","05-03-2008","","46","Diésel 0,05% S","495.53","105.383","328.45728","","","","","","","","","","","","95.25","","57.91","","","386.369","","481.619","","485.365","35.6946","","","","","","517","","","","","True","","","","","","","",""
"ET-014-2008","RRG-7987-2008","05-03-2008","","46","Diésel 0,05% pescadores","495.53","105.383","328.45728","","","","","","","","","","","","","","57.91","","","386.369","","386.369","","","","","","","","","","","","","","True","","","","","","","",""
"ET-014-2008","RRG-7987-2008","05-03-2008","","46","Diésel 0,25% S","495.53","103.356","322.13954","","","","","","","","","","","","95.25","","57.91","","","380.05","","475.3","","479.046","","","","","","","511","","","","","True","","","","","","","",""
"ET-014-2008","RRG-7987-2008","05-03-2008","","46","Diésel 0,25% pescadores","495.53","103.356","322.13954","","","","","","","","","","","","","","57.91","","","380.05","","380.05","","","","","","","","","","","","","","True","","","","","","","",""
"ET-014-2008","RRG-7987-2008","05-03-2008","","46","Diésel 0,5% S","495.53","103.041","321.15775","","","","","","","","","","","","95.25","","57.91","","","379.068","","474.318","","478.064","35.6946","","","","","","510","","","","","True","","","","","","","",""
"ET-014-2008","RRG-7987-2008","05-03-2008","","46","Keroseno","495.53","107.763","335.87526","","","","","","","","","","","","46.5","","57.91","","","393.785","","440.285","","444.031","","","","","","","476","","","","","True","","","","","","","",""
"ET-014-2008","RRG-7987-2008","05-03-2008","","46","Búnker","495.53","67.476","210.30891","","","","","","","","","","","","16.25","","57.91","","","268.22","","284.47","","288.216","","","","","","","","","","","","True","","","","","","","",""
"ET-014-2008","RRG-7987-2008","05-03-2008","","46","IFO 380","495.53","71.927","224.18177","","","","","","","","","","","","","","57.91","","","282.091","","282.091","","285.837","","","","","","","","","","","","True","","","","","","","",""
"ET-014-2008","RRG-7987-2008","05-03-2008","","46","Asfalto","495.53","55.861","174.10733","","","","","","","","","","","","32.5","","57.91","","","232.018","","264.518","","268.264","","","","","","","","","","","","True","","","","","","","",""
"ET-014-2008","RRG-7987-2008","05-03-2008","","46","Diésel pesado","495.53","87.465","272.61054","","","","","","","","","","","","31","","57.91","","","330.52","","361.52","","365.266","","","","","","","","","","","","True","","","","","","","",""
"ET-014-2008","RRG-7987-2008","05-03-2008","","46","Emulsión asfáltica","495.53","38.758","120.80077","","","","","","","","","","","","24","","57.91","","","178.71","","202.71","","206.456","","","","","","","","","","","","True","","","","","","","",""
"ET-014-2008","RRG-7987-2008","05-03-2008","","46","LPG (70-30)","495.53","66.907","208.53545","","","","","","","","","","","","32.5","","57.91","","","266.446","","298.946","","302.692","","","","","","","","","","","","True","","","","","","","",""
"ET-014-2008","RRG-7987-2008","05-03-2008","","46","Av-Gas","495.53","118.906","370.60571","","","","","","","","","","","","162","","57.91","","","428.517","","590.517","","594.263","","12.97","","","","","603","","","","","True","","","","","","","",""
"ET-014-2008","RRG-7987-2008","05-03-2008","","46","Jet fuel A-1","495.53","107.763","335.87526","","","","","","","","","","","","96.75","","57.91","","","393.785","","490.535","","494.281","","12.97","","","","","504","","","","","True","","","","","","","",""
"ET-014-2008","RRG-7987-2008","05-03-2008","","46","Nafta liviana","495.53","94.504","294.54966","","","","","","","","","","","","22.75","","57.91","","","352.461","","375.211","","378.957","","","","","","","","","","","","True","","","","","","","",""
"ET-014-2008","RRG-7987-2008","05-03-2008","","46","Nafta Pesada","495.53","94.674","295.07952","","","","","","","","","","","","22.75","","57.91","","","352.99","","375.74","","379.486","","","","","","","","","","","","True","","","","","","","",""
